id,department,project_name,budget_verdict,budget_detail,corrected_v11,classification_verdict,classification_detail,reclassified_v11,name_match,name_detail,ai_relevance,source
255,국토교통부,건설산업정보시스템 구축 및 운영 (정보화),mismatch,"PDF p.2163 총괄표: 3,039 / 3,151 / 3,151 / 4,305 / 4,305 / 1,154 / 36.6%. JSON change_rate가 null로 PDF의 36.6% 미반영(단일 필드 불일치). 나머지 6개 필드는 일치.",Y,partial,"'건설/스마트시티'는 소관 산업 기준으로는 타당하나, 실체는 건설업 등록·행정처분·공사대장 등 행정정보 종합관리 시스템 운영(민간위탁사업비 100%)이므로 '행정/전자정부' 누락. AI 관련 도메인·기술이 없는 것은 정상.",Y,True,PDF '(9) 건설산업정보시스템 구축 및 운영(정보화) (4246-518)' - JSON 일치.,none,rechecked
256,국토교통부,건축정보시스템 구축 및 운영(정보화),match,"7,783/7,606/7,606/7,184/7,184/△422/△5.5 일치",,partial,건축행정(세움터) 시스템 운영이므로 '데이터'보다 '행정/전자정부'가 적절,Y,True,,none,first_pass
257,국토교통부,공간지식추론엔진기술개발(R&D),mismatch,"PDF p.2194 총괄표: 1,037 / 2,128 / 2,128 / 3,807 / 3,807 / 1,679 / 78.9%. JSON change_rate null로 PDF 78.9% 미반영. 나머지 6개 필드 일치.",Y,appropriate,"공간정보 특화 자연어 질의응답 AI 엔진(Geo-AI) 개발이므로 'LLM/언어모델'·'데이터'(공간 빅데이터 수집·팩토리화) 모두 근거 명확. is_rnd=true, rnd_stage '개발'도 '22~'26 개발과제로 타당.",,True,PDF '(62) 공간지식추론 엔진기술개발(R&D) (4156-321)' - JSON 일치(띄어쓰기 차이만).,core,rechecked
259,국토교통부,공항조류탐지및 한국형조류관리 핵심기술개발 (R&D),match,"-/-/-/1,500/1,500/1,500/순증 일치",,partial,공항 조류충돌 탐지·예방으로 '재난/안전'(항공안전) 도메인 누락,Y,True,,partial,first_pass
260,국토교통부,과적단속효율화를위한화물차중량정보플랫폼구축및실증기술…,match,"-/-/-/4,000/4,000/4,000/순증 일치",,appropriate,,,False,JSON 사업명이 '…'로 절단됨(PDF: 과적단속 효율화를 위한 화물차중량정보 플랫폼 구축 및 실증기술개발사업(R&D)),partial,first_pass
269,국토교통부,디지털도로기반클라우드형AI-ITS센터플랫폼운영관리기술개…,match,"-/-/-/1,275/1,275/1,275/순증 일치",,partial,AI-ITS(도로교통 관제) 사업이므로 '교통/모빌리티'가 핵심인데 '건설/스마트시티'만 부여,Y,False,JSON 사업명이 '…'로 절단됨(PDF: 디지털도로기반 클라우드형 AI-ITS센터플랫폼 운영관리 기술개발사업(R&D)),core,first_pass
271,국토교통부,디지털트윈기반GTX환승안전및혁신기술 개발사업(R&D),match,"-/-/-/4,000/4,000/4,000/순증 일치",,partial,GTX 환승센터 대상으로 '교통/모빌리티' 누락,Y,True,,partial,first_pass
273,국토교통부,빅데이터기반 인공지능도시계획 기술개발(R&D),match,"2,679/3,626/3,626/6,016/6,016/2,390/65.9 일치",,partial,도시계획 대상이므로 '건설/스마트시티' 누락,Y,True,,core,first_pass
274,국토교통부,빅데이터기반철도네트워크설계및운영기술개발(R&D),match,"-/-/-/3,000/3,000/3,000/순증 일치",,partial,철도 네트워크 설계·운영이므로 '교통/모빌리티' 누락,Y,True,,partial,first_pass
275,국토교통부,스마트+빌딩 핵심기술 개발(R&D),match,"-/2,100/2,100/5,048/5,048/2,948/140.4 일치",,partial,로봇 친화형 건축물 설계·시공 사업으로 '건설/스마트시티' 누락,Y,True,,partial,first_pass
281,국토교통부,자율주행글로벌혁신클러스터연구개발사업(R&D),mismatch,"PDF p.2443 총괄표는 신규('26~'29)로 증감률이 '순증'이며, 최근5년 사업비표에서 2022~2025 전부 '-', 2026 3,400으로 확인. 따라서 2025년 본예산(A)은 '-'가 맞고 JSON의 2025_original=3,400은 오배정(요구안/확정 열 값이 앞으로 밀림). 올바른 값: -, -, -, 3,400(정부안), 3,400(확정), 3,400(증감), 순증.",Y,partial,"'교통/모빌리티'는 타당하나 ai_tech '강화학습/최적화'는 PDF에 근거 없음(내용은 정기검사 시나리오·통합시스템 개발, 데이터 공유 통합플랫폼 구축·검증, 글로벌 상호호환 표준 개발). '데이터'(자율주행 빅데이터 취합·학습·공유·거래 통합플랫폼) 도메인 누락.",Y,True,PDF '(11) 자율주행 글로벌 혁신클러스터 연구개발사업(R&D) (4158-325)' - JSON 일치.,partial,rechecked
284,국토교통부,철도차량차륜자동검사시스템기술개발(R&D),match,"PDF p.2468 총괄표: - / - / - / 2,169(정부안) / 2,169(확정) / 2,169 / '순증'. JSON(2026_request·2026_budget·change_amount=2,169, change_rate null=순증, 나머지 null)과 일치.",,wrong,"ai_domains ['건설/스마트시티']는 사업 실체와 무관. 실제는 철도차량 차륜 초음파 정밀탐상·AI 상태예측 자동검사(철도국 철도운영과, 철도기술연구)로 '교통/모빌리티(철도)'·'재난/안전'(열차탈선 등 대형사고 예방)·'제조/로봇'(차륜 로봇설비 자동검사)이 맞음. 또한 'AI 알고리즘·모델 개발 및 학습'(1,419백만원)이 예산의 65%인데 ai_tech가 null.",Y,True,PDF '(17) 철도차량차륜 자동검사시스템 기술개발(R&D) (4159-344)' 교통시설특별회계 철도계정 - JSON 일치.,core,rechecked
287,국토교통부,초연결지능도시핵심기반기술개발(R&D),match,,,partial,"핵심인 '건설/스마트시티'(초연결 지능도시) 누락, '법률/치안'은 CCTV 분석 일부에 불과",Y,True,,core,first_pass
289,금융위원회,국민성장펀드,match,,,partial,'금융' 라벨은 무리 없으나 산업은행 출자(펀드)로 AI 사업 아님,Y,True,,none,first_pass
290,금융위원회,신용정보(정보화),mismatch,"PDF p.2514 지출계획 총괄표: 1,364 / 2,034 / 2,034(추경A) / 4,911(요구안) / 2,244(본예산B) / 210 / 10.3%. JSON change_rate null로 PDF 10.3% 미반영. 참고로 sub_projects의 b2025=4,911도 오류(내역표상 2025년은 2,034).",Y,partial,"'데이터'(기업 빅데이터 플랫폼 BASA 구축·운영, 데이터 가치평가기관 지정)는 타당. 다만 신용보증기금 소관 금융·신용정보 사업이므로 '금융' 도메인 누락.",Y,True,PDF '(12) 신용정보(정보화) (2431-315)' 신용보증기금/금융위원회 - JSON 일치.,partial,rechecked
291,기상청,기상업무지원기술개발연구(R&D),match,,,partial,'환경/기후'는 타당하나 '농업/식품'·'에너지'는 PDF 근거 미약,Y,True,,partial,first_pass
295,기후에너지환경부,AI 기반 분산전력망 산업 육성,match,,,partial,"핵심 도메인 '에너지'(분산전력망·ESS) 누락, '디지털전환(AX)'만으로 부족",Y,True,,partial,first_pass
297,기후에너지환경부,AI기반분산·예비전력안전관리통합플랫폼개발및실증(R&D),match,,,partial,"'데이터'만 부여, 핵심인 '에너지'·'재난/안전' 누락",Y,True,,core,first_pass
299,기후에너지환경부,K-그리드 인재·창업 밸리,match,"PDF p.2599 지출계획 총괄표: - / - / - / 24,500(정부안) / 24,500(확정) / 24,500 / '순증'. JSON과 일치. total_cost 490억원도 PDF '총사업비 : 490억원'과 일치.",,wrong,"ai_domains ['건설/스마트시티']는 근거 없음. 실체는 한국에너지공대 중심 차세대 분산전력망(VPP·디지털트윈 실증 14,500백만원) + 인재양성 인턴십(1,000) + 벤처유치·글로벌 공동연구(2,350) + 창업지원(1,650) + 고전력반도체 실증 인프라(5,000)이므로 '에너지', '교육/인재', '반도체'가 맞음.",Y,True,PDF 'K-그리드 인재·창업 밸리 조성(5139-301)' 기후에너지환경부(산업통상부에서 이관) - JSON name은 '조성'이 빠진 축약형이나 code·부처 일치.,none,rechecked
300,기후에너지환경부,광역상수도 안정화,match,,,partial,노후관 개량·복선화 등 시설사업으로 '로봇' 도메인 근거 없음,Y,True,,none,first_pass
305,기후에너지환경부,기후변화 적응을 위한 생태계 복원 및 관리 기술개발사…,match,,,appropriate,,,False,JSON명이 '기술개발사…'로 절단됨(PDF: …생태계 복원 및 관리 기술개발사업),none,first_pass
307,기후에너지환경부,데이터센터탄소중립을위한열관리기술개발(R&D),match,,,partial,'에너지'는 타당하나 '데이터'/ai_tech 'GPU/클라우드'는 냉각·열관리 기술과 연결 약함,Y,True,,partial,first_pass
308,기후에너지환경부,디지털 담수화 플랜트 농축수 자원화 기술 개발사업(R&D),match,,,partial,"'디지털전환(AX)'만 부여, 물·환경 도메인('환경/기후') 누락",Y,True,,partial,first_pass
312,기후에너지환경부,블록체인 기반 살생물제 정보 지능형 공정관리기술 개…,match,change_amount JSON null은 PDF 증감란 '순증' 표기와 부합,,partial,"'제조/스마트팩토리'만 부여, 화학물질 안전관리 성격의 '환경/기후'·'재난/안전' 누락. PDF상 R&D 사업이나 is_rnd=false",Y,False,JSON명이 '공정관리기술 개…'로 절단됨(PDF: 블록체인 기반 살생물제 정보 지능형 공정관리 기술개발사업(R&D)),core,first_pass
313,기후에너지환경부,사업장 미세먼지 관리사업,match,,,partial,'피지컬AI/디바이스'는 IoT·첨단감시장비 내역만으로 근거 약함,Y,True,,none,first_pass
316,기후에너지환경부,세라믹분야 스마트그린 제조혁신 지원사업(R&D),mismatch,"PDF p.2823 지출계획 총괄표: 2024결산 '(1,233)' / 2025당초(A) 1,233 / 수정 1,233 / 2026정부안 2,052 / 확정(B) 2,052 / 증감 819 / 66.4. JSON 2024_settlement=null이 PDF의 (1,233) 표기와 불일치. 최근5년 사업비표에도 2023 (2,000), 2024 (1,233)로 기재되어 2024 실적치 존재. 나머지 필드는 일치.",Y,appropriate,"'제조/스마트팩토리'(세라믹 스마트 제조 플랫폼), '에너지'(지능형 FEMS 개발, 공정전력 3~7% 절감), '디지털전환(AX)'(세라믹 산업 디지털전환), ai_tech '제조/산업AI' 모두 사업내용에 근거 있음.",,True,PDF '(92) 세라믹분야 스마트그린 제조혁신 지원사업(R&D)(6431-582)' 기후대응기금/기후에너지환경부 - JSON 일치.,partial,rechecked
317,기후에너지환경부,수문조사시설 설치 및 개선,match,change_rate JSON 4.1 vs PDF 4.13(반올림 차이),,partial,"'데이터'만 부여, 실제 핵심인 '환경/기후'·'재난/안전'(AI홍수예보·강우레이더) 누락",Y,True,,partial,first_pass
320,기후에너지환경부,장거리 고압수소 배관망 고안전성 확보 및 AI기반 안전관리 기술개발,match,change_amount/rate null은 PDF 증감란 '순증' 표기와 부합,,partial,"'AI반도체'·'건설/스마트시티'는 과대, 핵심인 '에너지'(수소)·'재난/안전' 누락",Y,True,,core,first_pass
321,기후에너지환경부,전력망물리기반AI모델개발및실증(R&D),match,"PDF 총괄표 -, -, -, 4,000, 4,000, 4,000, 순증과 일치",,partial,'건설/스마트시티' 부적절(전력망 EMS AI 사업),Y,True,,core,first_pass
322,기후에너지환경부,차세대 해양·극지의 환경 및 생태계에 관한 기후예측시…,match,"PDF -, -, -, 4,500, 4,500, 4,500, 순증과 일치",,partial,"ai_tech '예측/분석AI' 근거 없음(PDF는 해양기후 예측모델 개발, AI 언급 없음)",Y,False,JSON명이 '기후예측시…'로 절단(원문: 차세대 해양·극지의 환경 및 생태계에 관한 기후예측시스템 개발(R&D)),none,first_pass
323,기후에너지환경부,폐의류 문제해결 플래그십 재활용 기술개발사업(R&D),match,"PDF -, -, -, 3,500, 3,500, 3,500, 순증과 일치",,partial,"'제조/스마트팩토리'는 폐의류 자동 분리·선별 맥락에서 약함, AI 근거 없음",Y,True,PDF 세부사업명에 (R&D) 미표기 외 동일,none,first_pass
324,기후에너지환경부,환경보건 빅데이터 구축 및 AI 활용 고도화 기술개발사…,match,"PDF -, -, -, 6,700, 6,700, 순증, 순증 / JSON 증감·증감률 null 처리 타당",,appropriate,,,False,JSON명이 '기술개발사…'로 절단(원문: 환경보건 빅데이터 구축 및 AI 활용 고도화 기술개발(R&D)),core,first_pass
326,기후에너지환경부,환경정보화기반구축(정보화),match,"PDF 3,090 / 3,039 / 3,039 / 3,103 / 2,923 / △116 / △3.8과 일치",,partial,"'건설/스마트시티', '재난/안전' 과잉 부여(내용은 환경공간정보 구축·정보보안)",Y,True,,none,first_pass
327,기후에너지환경부,환경행정 정보서비스 구축(정보화),match,"PDF 3,864 / 4,377 / 4,377 / 5,487 / 4,788 / 411 / 9.4와 일치",,partial,"'데이터', '디지털전환(AX)'는 근거 약함(행정정보시스템 유지관리·기능개선 중심)",Y,True,PDF '환경행정정보서비스 구축(정보화)' 대비 공백 차이만 존재,none,first_pass
331,농림축산식품부,검역본부정보화(정보화),match,"PDF 16,225 / 15,609 / 15,609 / 15,609 / 14,843 / △766 / △4.9와 일치",,partial,"'의료/바이오' 부적절, '행정/전자정부'가 더 타당(검역업무 정보시스템 운영)",Y,True,,none,first_pass
332,농림축산식품부,고부가가치 식품기술개발(R&D),match,"예산총괄표 37,611/40,880/40,880/38,887/38,887/△1,993/△4.9 — 7개 필드 일치",,partial,"'농업/식품'은 핵심, '로봇'은 물류유통 자동화(자율주행 로봇)·커스텀푸드(ICT·AI·로봇 융합)로 근거 확실. '통신/네트워크'는 '5G기반 식품안전생산기술개발' 근거가 있으나 '26년 예산 0(종료 내역)이라 부여 부적절. '교통/모빌리티'는 물류센터 자동화의 확대 해석, '의료/바이오'는 '질환 관리식' 한 문구에 기댄 과잉 부여",Y,True,PDF '고부가가치식품기술개발(R&D)(2810-420)' = JSON 일치,partial,rechecked
334,농림축산식품부,농업농촌국민체감AX전환기술개발(R&D),match,"PDF -, -, -, 1,575, 1,575, 1,575, 순증과 일치",,partial,ai_tech '제조/산업AI' 부적절(농촌 생활편의 서비스 모델 개발),Y,True,,core,first_pass
336,농림축산식품부,스마트팜다부처패키지혁신기술개발(R&D),mismatch,"PDF p.2999 총괄표는 추경 열이 없는 6열 구조: 2024결산 15,779 / 2025본예산(A) 16,636 / 2026요구안 17,808 / 2026본예산(B) 17,808 / 증감(B-A) 1,172 / 7.0. JSON은 열이 한 칸씩 밀림 - 2025_supplementary 17,808(실제 해당 열 없음), 2026_budget 1,172(실제 17,808), change_amount 7(실제 1,172), change_rate null(실제 7.0). 4개 필드 오류.",Y,partial,"'농업/식품' 도메인은 타당. 다만 실제 내역사업은 '스마트팜 실증·고도화 연구'(8,879)와 '차세대 융합·원천기술 연구'(8,929)인데 JSON sub_projects가 '패키지혁신기술개발'/'(R&D)' 각 586백만원으로 파싱 오류 상태이며, 국정과제 'AI 활용 확대' 연계 및 스마트팜 지능화 성격을 반영한 데이터·자동화 도메인 표기가 없음.",Y,True,PDF '(94) 스마트팜다부처패키지혁신기술개발(R&D) (2280-481)' 농림축산식품부 농어촌구조개선특별회계 - JSON 일치.,partial,rechecked
337,농촌진흥청,AI기반작물모니터링및진단플랫폼개발(R&D),mismatch,"PDF p.3013 예산총괄표(6열: 2024결산/2025본예산(A)/2026요구/2026조정(B)/증감(B-A)/(B-A)/A) = -, -, 7,800, 7,800, 7,800, 순증. JSON은 한 칸씩 밀림: 2025_supplementary=7800(PDF에는 추경열 자체가 없음 → null이어야), change_amount=null(→7,800). 2026_request/2026_budget 7,800은 일치.",Y,appropriate,"is_rnd=true, rnd_stage=개발(신규 R&D) 타당. ai_domains 데이터·농업/식품 적절. 내역사업 3개(3,510/2,340/1,950) PDF와 일치.",,True,"PDF '(29) AI기반작물모니터링및진단플랫폼개발(R&D) (1136-383)', 농촌진흥청 연구정책국 — JSON name/code 일치.",core,rechecked
338,농촌진흥청,국경 이동성 해충의 국제 발생 예측 및 방제기술 개발(R&D),mismatch,"PDF p.3023 예산총괄표 = -, -(2025본예산A), 2,000(2026요구), 2,000(조정B), 2,000(증감), 순증. JSON 한 칸 밀림: 2025_supplementary=2000(→null), change_amount=null(→2,000). 2026_request/2026_budget 2,000은 일치.",Y,partial,is_rnd/rnd_stage/ai_domains(농업/식품)는 타당하나 PDF p.3026에 명시된 총사업비 127억이 JSON total_cost=null로 누락.,Y,True,PDF '(57) 국경 이동성 해충의 국제 발생 예측 및 방제기술 개발(R&D) (1133-435)' — 일치.,none,rechecked
339,농촌진흥청,농업기술정보화(정보화),mismatch,"PDF p.3033 예산총괄표 = 7,974(2024결산) / 7,273(2025본예산A) / 7,050(2026요구) / 6,823(조정B) / △450(증감) / △6.2(%). JSON은 앞 2필드만 정확하고 이후 한 칸 밀림: 2025_supplementary=7050(→2026요구), 2026_request=6823(→조정B), 2026_budget=-450(→증감액), change_amount=-6.2(→증감률), change_rate=null. 음수 부호 자체는 PDF △ 표기와 정합하나 필드 위치가 전부 어긋남. sub_projects도 사업명이 잘려('농업기술정보화'/'(정보화)') 실제 내역사업(맞춤형 농업기술콘텐츠 확충 220, 농업과학기술정보플랫폼 운영 620, 농업 데이터 플랫폼 운영 1,001 등)과 무관.",Y,partial,"'로봇'은 PDF의 '소프트웨어 프로그램(로봇) 기반 자동화 서비스'(RPA) 오독으로 부적절, '산림/생태'는 근거 없음, '피지컬AI/디바이스'도 사물인터넷 작물정밀관리 수준으로 과도. 데이터·농업/식품·행정(정보시스템 운영)이 타당.",Y,True,PDF '농업기술정보화(정보화)' (2333-500) — 일치.,partial,rechecked
340,농촌진흥청,농작업안전관리기술및웨어러블편이장비개발(R&D),mismatch,"PDF 예산총괄표 = -, -, 3,000(요구), 3,000(조정B), 3,000(증감), 순증. JSON 한 칸 밀림: 2025_supplementary=3000(→null), change_amount=null(→3,000).",Y,partial,ai_domains가 '재난/안전' 단독. PDF 사업내용상 '농업/식품' 누락이며 '행동 예측 기반 농작업 보조 웨어러블 로봇 개발'·'웨어러블 로봇 농업적용 협의체 구성·운영'이 명시되어 로봇/피지컬AI 계열도 누락.,Y,True,PDF '(40) 농작업안전관리기술및웨어러블편이장비개발(R&D) (1147-347)' — 일치.,none,rechecked
341,농촌진흥청,데이터기반농업관측을위한위성영상활용기술개발(R&D),mismatch,"PDF 예산총괄표 = -, -, 1,770(요구), 1,770(조정B), 1,770(증감), 순증. JSON 한 칸 밀림: 2025_supplementary=1770(→null), change_amount=null(→1,770).",Y,partial,ai_tech '컴퓨터비전'은 PDF 본문 근거 없음(위성영상 활용 작황 모니터링·농경지 이용변화 탐지 서술뿐). ai_domains에 '농업/식품' 누락(데이터·우주/위성만 부여). rnd_stage '응용연구'는 수용 가능.,Y,True,PDF '(36) 데이터기반농업관측을위한위성영상활용기술개발(R&D) (1147-342)' — 일치.,none,rechecked
342,농촌진흥청,스마트팜다부처 패키지혁신기술개발(R&D),mismatch,"PDF 예산총괄표 = 16,643(2024결산) / 18,180(2025본예산A) / 18,708(2026요구) / 18,708(조정B) / 528(증감) / 2.9(%). JSON 한 칸 밀림: 2025_supplementary=18708(→null), 2026_request=18708(우연 일치), 2026_budget=528(→18,708), change_amount=2.9(→528), change_rate=null(→2.9). sub_projects도 사업명 파편('패키지혁신기술개발'/'(R&D)' 각 264)으로 오추출 — 실제 내역사업은 '스마트팜 실증·고도화 연구'(2024 7,641) 등.",Y,partial,"is_rnd/rnd_stage(실증·고도화) 타당하나 ai_domains가 '농업/식품' 단독. PDF에 '자율주행 기반 무인화 로봇', '수확 로봇', '무인 주행형 방제 로봇', '생성형 AI 축우/양돈 개체관리' 등이 다수여서 로봇/피지컬AI·LLM 계열 누락.",Y,True,PDF '스마트팜다부처 패키지혁신기술개발(R&D)' (1147-330) — 일치.,partial,rechecked
343,농촌진흥청,지능형농업로봇핵심기반기술개발(R&D),mismatch,"PDF 예산총괄표 = -, -, 2,950(요구), 2,950(조정B), 2,950(증감), 순증. JSON 한 칸 밀림: 2025_supplementary=2950(→null), change_amount=null(→2,950).",Y,appropriate,"내역사업 'AI기반 농업용 로봇지능형 농작업요소기술 개발' 2,950과 일치. ai_domains 로봇·농업/식품, ai_tech 로보틱스/자율시스템 타당.",,True,PDF '지능형농업로봇핵심기반기술개발(R&D)' (1147-343) — 일치.,core,rechecked
344,농촌진흥청,특용작물유래천연활성바이오소재생산및활용기술개발(R&D),mismatch,"PDF 예산총괄표 = -, -, 7,500(요구), 7,500(조정B), 7,500(증감), 순증. JSON 한 칸 밀림: 2025_supplementary=7500(→null), change_amount=null(→7,500). 내역사업 4,200/3,300은 PDF와 일치.",Y,appropriate,"그린바이오·세포배양·합성생물학 기반 소재 R&D. is_rnd/rnd_stage(개발), ai_domains 농업/식품 무난(바이오 계열 추가 여지). PDF에 AI 기술 언급이 없어 ai_tech=null도 정합.",,True,PDF '(39) 특용작물유래천연활성바이오소재생산및활용기술개발(R&D) (1147-345)' — 일치.,none,rechecked
345,대법원,등기업무전산화(정보화),match,"PDF 40,557 / 33,388 / 33,388 / 34,674 / 30,951 / △2,437 / △7.3과 일치",,partial,"'보안/사이버' 단독은 부적절, '행정/전자정부' 누락",Y,True,,none,first_pass
346,대법원,사법업무 전산화(정보화),mismatch,"PDF 예산총괄표 = 48,598(2024결산) / 72,740(2025본예산A) / 112,938(2026요구) / 82,846(조정B) / 10,106(증감) / 13.9(%). JSON 한 칸 밀림: 2025_supplementary=112938(→null, PDF에 추경열 없음), 2026_request=82846(→112,938), 2026_budget=10106(→82,846), change_amount=13.9(→10,106), change_rate=null(→13.9). sub_projects 값도 동일하게 밀림.",Y,appropriate,"정보화 운영사업으로 is_rnd=false 타당. ai_domains 데이터·보안/사이버·행정/전자정부 모두 PDF 내역사업(법원 AI플랫폼 구축, 사법부 지능형 보안운영체계, 사법업무시스템)과 정합.",,True,"PDF '사법업무전산화'(대법원, 1331-300) — 일치.",partial,rechecked
348,문화체육관광부,AI기반 관광 혁신 기술개발(R&D),match,"PDF -, -, -, 3,750, 3,750, 3,750, 순증과 일치",,partial,관광(문화/콘텐츠) 도메인 누락,Y,True,,core,first_pass
349,문화체육관광부,개인운동기록 활용 기술개발(R&D),match,"PDF -, -, -, 5,725, 5,725, 5,725, 순증과 일치",,partial,ai_tech '신약/의료AI' 부적절(스포츠 데이터·운동기록 AX),Y,True,,core,first_pass
350,문화체육관광부,국학진흥 정책기반 조성,match,"PDF 13,853 / 12,812 / 12,812 / 11,531 / 11,702 / △1,110 / △8.7과 일치",,partial,"'문화/콘텐츠(전통문화)' 도메인 누락, '교육/인재' 단독 부여는 불충분",Y,True,,partial,first_pass
351,문화체육관광부,문화공간 AX 전환을 위한 차세대 Culture Tech 기술개…,match,"PDF -, -, -, 5,200, 5,200, 5,200, 순증과 일치",,partial,"'문화/콘텐츠' 도메인 누락, ai_tech '제조/산업AI' 부적절",Y,False,JSON명이 '기술개…'로 절단(원문: 문화공간 AX 전환을 위한 차세대 Culture Tech 기술개발(R&D)),core,first_pass
355,문화체육관광부,인공지능 기반 공연예술 안전환경 구축 핵심기술개발(R&D),match,"PDF 2,300 / 4,864 / 4,864 / 6,400 / 6,400 / 1,536 / 31.6과 일치",,partial,'재난/안전' 도메인 누락(공연장 안전사고 예측·관리),Y,True,,core,first_pass
356,문화체육관광부,저작권 및 AI 산업 상생협력 지원,match,"PDF 예산총괄표 7열 = -(2024결산) / -(2025본예산) / -(2025추경A) / 3,500(2026요구안) / 2,000(2026본예산B) / 2,000(증감) / 순증. JSON null/null/null/3500/2000/2000/null과 일치(증감률 '순증'은 수치 없음).",,partial,"'교육/인재' 도메인 부적절 — PDF의 '학습데이터'는 AI 모델 학습용 데이터(공공저작물 AI 학습데이터 개방, 저작권 권리정보 유통 플랫폼)이지 사람 교육이 아님. 데이터·문화/콘텐츠(저작권)가 타당.",Y,True,PDF '저작권 및 AI산업 상생협력 지원'(1333-302) — 일치.,core,rechecked
357,문화체육관광부,저작권 보호활동 활성화,match,"PDF 30,177 / 26,884 / 26,884 / 28,882 / 28,882 / 1,998 / 7.4와 일치",,partial,"'LLM/언어모델', '디지털전환(AX)' 과잉(생성형 AI 활용은 일부 내역에 한정)",Y,True,,partial,first_pass
360,방송미디어통신위원회,방송콘텐츠 진흥,match,"PDF 지출계획 총괄표 7열 = 17,914 / 19,397(본예산) / 19,397(추경A) / 16,792(요구안) / 16,792(본예산B) / △2,605 / △13.4. JSON 7필드 모두 일치(음수 -2605/-13.4는 PDF △ 표기와 정합).",,partial,"ai_domains가 '디지털전환(AX)' 단독. 방송·크리에이터 미디어 콘텐츠 제작지원이 본류이므로 '문화/콘텐츠' 누락, 신설 내역사업 'AI·디지털 기반 미디어 융합인재'(1,792)와 '지역 방송 제작역량 강화'(AI 제작 기술교육)로 '교육/인재'도 누락. 또한 is_rnd=false인데 rnd_stage='실증/시범'이 남아 내부 불일치.",Y,True,"PDF '방송콘텐츠 진흥'(방송미디어통신위원회, 1131-301) — 일치.",core,rechecked
361,방송미디어통신위원회,안전한 AI 활용 기반 조성,match,"PDF 총괄표(-, 278, -, 278, 278, -, -)와 JSON 7개 필드 일치",,partial,핵심은 AI 역기능·이용자보호(AI안전/신뢰)인데 ai_domains의 '디지털전환(AX)'은 근거 약함,Y,True,,core,first_pass
362,방송미디어통신위원회,지능정보사회 이용자보호 환경조성,match,"830/792/792/781/1,141/349/44.1 모두 일치",,partial,'문화/콘텐츠'는 근거 약함. 실제는 AI·메타버스 이용자보호 정책연구,Y,True,PDF '지능정보사회 이용자 보호 환경조성'과 띄어쓰기만 차이,partial,first_pass
366,법무부,법무행정정보화(정보화),match,"38,272/41,485/-/47,037/44,554/3,069/7.4 일치",,partial,'피지컬AI/디바이스'는 PC·전산장비 구입을 오분류한 것으로 부적절,Y,True,,none,first_pass
367,법무부,재범징후의 선제적 감지 및 대응력 강화기술 연구개발사업(R&D),match,"877/2,000/2,000/3,000/3,000/1,000/50.0 일치",,appropriate,,,False,PDF는 '재범징후의 선제적 감지 및 대응력 강화(R&D)'인데 JSON은 '강화기술 연구개발사업(R&D)'로 단어 추가,core,first_pass
369,법제처,법제업무정보화추진(정보화),match,"PDF 예산총괄표 7열 = 8,435 / 8,046(본예산) / 8,046(추경*A) / 20,517(요구안) / 20,771(본예산B) / 12,725(증감) / 158(%). JSON 7필드 모두 일치. 내역사업 8건 금액도 PDF와 정합.",,partial,"'LLM/언어모델'은 생성형 AI 법령검색(법령특화 AI 모델 1,656백만, 학습데이터 수집·분석 870백만 등 총 3,344백만원)으로 근거 충분. 다만 기술분류가 ai_domains에 들어가고 ai_tech는 null이어서 필드 배치가 어긋나며, 사업 본질(국가법령정보·정부입법지원 등 행정 정보시스템)에 대한 '행정/전자정부' 도메인 누락(동일 성격 id 346에는 부여됨).",Y,True,"PDF '법제업무정보화추진(정보화)'(법제처, 1033-500) — 일치.",partial,rechecked
374,보건복지부,AI응용제품 신속 상용화 지원(복지),match,"-/-/-/30,000/20,000/20,000/100 일치",,partial,복지·돌봄 도메인 누락(RAG 상담솔루션·고독사 예방 등 핵심 내용 미반영),Y,True,,core,first_pass
378,보건복지부,다기관-멀티모달 연합학습 기반 의료 인공지능 기술 시범모델…,match,"PDF p.3430 총괄표: -/6,750/6,750/9,000/9,000/2,250/33.3 — JSON 7개 필드 전부 일치(2024결산 '-'→null 처리 타당)",,partial,"ai_domains의 '교육/인재'는 근거 없음(연합'학습'을 교육으로 오인). 실제 내용은 의료기관 간 데이터 비공유 연합학습 플랫폼·멀티모달 파운데이션 모델. '의료/바이오','LLM/언어모델'은 타당. 또한 명백한 R&D 사업인데 is_rnd=false로 잘못 표기됨",Y,True,PDF 사업명 '다기관-멀티모달 연합학습 기반 의료 인공지능 기술 시범모델 개발(R&D)'(3031-575)과 일치(JSON은 말줄임 표기),core,rechecked
382,보건복지부,사회보장정보시스템 구축 및 운영(정보화),match,"PDF p.3481 총괄표: 4,450/3,978/3,978/15,040/15,040/11,062/278.1 — JSON과 완전 일치",,wrong,"ai_domains=['의료/바이오']는 오분류. 소관 사회복지정책실 복지행정지원관, 분야 080 사회복지·부문 089 사회복지일반, 내용은 복지로/복지멤버십/사각지대 발굴·차세대 사회보장정보시스템 구축. '행정/전자정부' 또는 '복지/사회서비스','데이터'가 적합",Y,True,'사회보장정보시스템 구축 및 운영(정보화)'(2640-300) 일치,partial,rechecked
